date,home_team,away_team,tournament,neutral,result,home_ranking,away_ranking,ranking_diff,home_elo,away_elo,elo_diff,home_squad_age,away_squad_age,home_market_value,away_market_value,market_value_ratio,home_form_win_rate,home_form_pts_rate,home_form_gf,home_form_ga,home_form_gd,away_form_win_rate,away_form_pts_rate,away_form_gf,away_form_ga,away_form_gd,h2h_matches,h2h_home_wins,h2h_away_wins,h2h_draws,home_days_rest,away_days_rest,is_world_cup
2022-09-23,South Korea,Costa Rica,Friendly,0,DRAW,25.0,,,1752.0,,,27.5,27.2,118800000.0,18750000.0,6.336,0.6,0.6666666666666666,12,6,6,0.8,0.8,7,3,4,9,4,3,2,58,101,0
2022-09-23,Morocco,Chile,Friendly,1,HOME,8.0,,,1822.0,,,27.4,28.0,435550000.0,139000000.0,3.133453237410072,0.6,0.6666666666666666,9,6,3,0.0,0.06666666666666667,0,10,-10,1,0,0,1,102,101,0
2022-09-23,Iraq,Oman,Jordan International Tournament,1,DRAW,61.0,,39.0,1607.0,,107.0,28.2,,10700000.0,,,0.4,0.5333333333333333,6,4,2,0.6,0.7333333333333333,7,2,5,10,2,2,6,178,106,0
2022-09-23,Jordan,Syria,Jordan International Tournament,0,HOME,68.0,,32.0,1690.0,,190.0,28.5,,9300000.0,,,0.8,0.8,9,2,7,0.4,0.4666666666666667,5,5,0,10,4,3,3,101,114,0
2022-09-23,Algeria,Guinea,Friendly,0,HOME,36.0,,64.0,1743.0,,243.0,26.4,,229100000.0,,,0.8,0.8,8,3,5,0.2,0.26666666666666666,2,4,-2,10,4,4,2,103,106,0
2022-09-23,Argentina,Honduras,Friendly,1,HOME,3.0,,,2113.0,,,27.9,28.59,575000000.0,21000000.0,27.38095238095238,0.8,0.8666666666666667,13,1,12,0.4,0.4,5,6,-1,1,1,0,0,110,102,0
2022-09-23,Bahrain,Cape Verde,Friendly,0,AWAY,,70.0,-30.0,,1549.0,-49.0,,29.2,,31830000.0,0.0,1.0,1.0,9,2,7,0.6,0.6,10,3,7,0,0,0,0,101,104,0
2022-09-23,Brazil,Ghana,Friendly,1,HOME,6.0,65.0,59.0,1984.0,1503.0,481.0,27.8,25.1,932000000.0,164900000.0,5.651910248635537,1.0,1.0,18,1,17,0.2,0.4,6,6,0,4,4,0,0,109,101,0
2022-09-23,Japan,United States,Kirin Challenge Cup,1,HOME,18.0,16.0,-2.0,1904.0,1721.0,183.0,26.4,26.0,223500000.0,169700000.0,1.3170300530347672,0.6,0.6666666666666666,13,4,9,0.4,0.4666666666666667,9,7,2,2,1,1,0,58,101,0
2022-09-23,Canada,Qatar,Friendly,1,HOME,30.0,35.0,5.0,1784.0,1425.0,359.0,24.6,27.8,21880000.0,18000000.0,1.2155555555555555,0.4,0.4,9,4,5,0.4,0.5333333333333333,8,3,5,0,0,0,0,102,178,0
2022-09-23,Congo DR,Burkina Faso,Friendly,1,AWAY,51.0,,49.0,1655.0,,155.0,28.1,,134050000.0,,,0.0,0.06666666666666667,3,9,-6,0.4,0.4666666666666667,8,12,-4,8,3,3,2,107,108,0
2022-09-23,Egypt,Niger,Friendly,0,HOME,29.0,,71.0,1689.0,,189.0,28.9,,136200000.0,,,0.4,0.4,3,7,-4,0.2,0.4,11,7,4,5,3,1,1,101,107,0
2022-09-23,Iran,Uruguay,Friendly,1,HOME,21.0,17.0,-4.0,1760.0,1892.0,-132.0,29.2,26.6,34250000.0,419200000.0,0.08170324427480916,0.6,0.6,5,4,1,0.8,0.8666666666666667,11,0,11,1,0,0,1,103,104,0
2022-09-23,Cameroon,Uzbekistan,Friendly,1,AWAY,,62.0,,,1727.0,,26.3,25.6,155000000.0,14850000.0,10.437710437710438,0.4,0.5333333333333333,6,5,1,1.0,1.0,16,3,13,0,0,0,0,106,101,0
2022-09-24,Kyrgyzstan,Russia,Friendly,0,AWAY,,,,,,,,28.84,,161640000.0,0.0,0.4,0.4666666666666667,5,5,0,0.8,0.8,11,2,9,0,0,0,0,102,180,0
2022-09-24,Vanuatu,Papua New Guinea,MSG Prime Minister's Cup,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4,26,10,16,0.4,0.4666666666666667,6,6,0,10,5,2,3,180,180,0
2022-09-24,Czech Republic,Portugal,UEFA Nations League,0,AWAY,41.0,5.0,-36.0,1726.0,1984.0,-258.0,27.1,27.1,115900000.0,841000000.0,0.13781212841854934,0.2,0.3333333333333333,5,8,-3,0.6,0.6666666666666666,9,2,7,4,1,3,0,104,104,0
2022-09-24,Cyprus,Greece,UEFA Nations League,0,HOME,,,,,,,,28.51,,80000000.0,0.0,0.2,0.3333333333333333,4,7,-3,0.8,0.8,7,1,6,10,1,9,0,104,104,0
2022-09-24,Armenia,Ukraine,UEFA Nations League,0,AWAY,,,,,,,,26.6,,266700000.0,0.0,0.2,0.2,2,18,-16,0.4,0.4666666666666667,5,5,0,9,0,6,3,102,3,0
2022-09-24,Israel,Albania,UEFA Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.4,8,9,-1,0.0,0.2,3,5,-2,5,3,2,0,103,103,0
2022-09-24,Slovenia,Norway,UEFA Nations League,0,HOME,,44.0,,,1912.0,,27.7,26.0,150600000.0,502900000.0,0.2994631139391529,0.0,0.2,3,8,-5,0.8,0.8666666666666667,15,3,12,10,1,6,3,104,104,0
2022-09-24,Serbia,Sweden,UEFA Nations League,0,HOME,,39.0,,,1719.0,,26.9,27.1,294500000.0,495980000.0,0.5937739424976813,0.4,0.4666666666666667,7,7,0,0.2,0.2,5,8,-3,10,5,4,1,104,104,0
2022-09-24,Northern Ireland,Kosovo,UEFA Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.0,0.13333333333333333,4,7,-3,0.4,0.4666666666666667,6,6,0,1,0,1,0,104,104,0
2022-09-24,Tanzania,Uganda,Friendly,1,HOME,,,0.0,,,0.0,,,,,,0.2,0.3333333333333333,5,7,-2,0.0,0.2,4,8,-4,10,1,5,4,108,3,0
2022-09-24,Scotland,Republic of Ireland,UEFA Nations League,0,HOME,47.0,,,1767.0,,,29.1,27.48,211450000.0,,,0.6,0.6,10,7,3,0.4,0.4666666666666667,5,3,2,10,2,5,3,3,102,0
2022-09-24,South Africa,Sierra Leone,Friendly,0,HOME,60.0,,40.0,1524.0,,24.0,26.3,,44450000.0,,,0.4,0.4666666666666667,5,9,-4,0.4,0.4666666666666667,6,8,-2,4,0,1,3,69,103,0
2022-09-24,Spain,Switzerland,UEFA Nations League,0,AWAY,2.0,19.0,17.0,2165.0,1889.0,276.0,27.2,27.5,1150000000.0,251000000.0,4.581673306772909,0.6,0.7333333333333333,11,3,8,0.2,0.26666666666666666,3,8,-5,10,5,1,4,104,104,0
2022-09-24,Mauritania,Benin,Friendly,1,HOME,,,0.0,,,0.0,,,,,,0.6,0.6666666666666666,7,3,4,0.4,0.4666666666666667,8,6,2,8,2,4,2,108,108,0
2022-09-24,Mexico,Peru,Friendly,1,HOME,15.0,,,1860.0,,,25.6,27.44,142100000.0,38480000.0,3.692827442827443,0.2,0.3333333333333333,4,5,-1,0.4,0.5333333333333333,4,2,2,10,3,3,4,24,103,0
2022-09-24,Bolivia,Senegal,Friendly,1,AWAY,,14.0,-86.0,,1878.0,-378.0,,27.4,,405900000.0,0.0,0.2,0.2,8,14,-6,0.4,0.5333333333333333,9,7,2,1,0,1,0,179,69,0
2022-09-24,Fiji,Solomon Islands,MSG Prime Minister's Cup,1,DRAW,,,0.0,,,0.0,,,,,,0.6,0.6,6,8,-2,0.8,0.8,9,8,1,10,3,2,5,7,3,0
2022-09-24,Grenada,St. Vincent and the Grenadines,Friendly,0,AWAY,,,0.0,,,0.0,,,,,,0.0,0.13333333333333333,3,11,-8,0.0,0.06666666666666667,4,12,-8,10,4,4,2,106,103,0
2022-09-24,Hong Kong,Myanmar,Friendly,0,DRAW,,,0.0,,,0.0,,,,,,0.2,0.2,2,14,-12,0.0,0.0,2,16,-14,10,2,6,2,3,3,0
2022-09-24,Colombia,Guatemala,Friendly,1,HOME,13.0,,87.0,1975.0,,475.0,29.3,,285100000.0,,,0.6,0.6,5,2,3,0.4,0.5333333333333333,5,3,2,3,1,0,2,111,103,0
2022-09-24,Indonesia,Curaçao,Friendly,0,HOME,,81.0,-19.0,,1436.0,64.0,,,,,,0.6,0.6666666666666666,12,2,10,0.2,0.2,3,12,-9,0,0,0,0,102,107,0
2022-09-24,Côte d'Ivoire,Togo,Friendly,1,HOME,33.0,,,1676.0,,,26.6,25.4,370800000.0,29750000.0,12.463865546218488,0.2,0.3333333333333333,4,6,-2,0.4,0.5333333333333333,7,5,2,10,3,1,6,107,109,0
2022-09-24,Laos,Maldives,Friendly,1,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4,5,14,-9,0.6,0.6,6,7,-1,2,0,1,1,180,3,0
2022-09-24,Madagascar,Congo,Friendly,1,DRAW,,,0.0,,,0.0,,,,,,0.0,0.13333333333333333,3,9,-6,0.2,0.2,3,11,-8,5,3,2,0,71,108,0
2022-09-24,India,Singapore,Friendly,1,DRAW,,,0.0,,,0.0,,,,,,0.6,0.6,8,6,2,0.2,0.2,7,11,-4,10,4,5,1,102,3,0
2022-09-25,Faroe Islands,Turkey,UEFA Nations League,0,HOME,,42.0,-58.0,,1902.0,-402.0,,27.0,,508200000.0,0.0,0.2,0.3333333333333333,5,9,-4,0.8,0.8666666666666667,17,3,14,2,0,1,1,3,3,0
2022-09-25,Moldova,Liechtenstein,UEFA Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.6,0.6666666666666666,8,6,2,0.0,0.0,1,9,-8,3,1,1,1,3,3,0
2022-09-25,Andorra,Latvia,UEFA Nations League,0,DRAW,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,5,6,-1,0.8,0.8,11,4,7,10,0,7,3,3,3,0
2022-09-25,Azerbaijan,Kazakhstan,UEFA Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,4,4,0,0.8,0.8666666666666667,8,3,5,10,2,5,3,3,3,0
2022-09-25,Slovakia,Belarus,UEFA Nations League,1,DRAW,,,,,,,28.6,,130050000.0,,,0.4,0.4,4,5,-1,0.0,0.13333333333333333,2,6,-4,4,3,1,0,3,3,0
2022-09-25,Luxembourg,Lithuania,UEFA Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.5333333333333333,8,7,1,0.0,0.06666666666666667,2,13,-11,5,3,1,1,3,3,0
2022-09-25,Netherlands,Belgium,UEFA Nations League,0,HOME,7.0,9.0,2.0,1961.0,1867.0,94.0,26.6,27.1,808000000.0,442200000.0,1.8272274988692898,0.8,0.8666666666666667,13,6,7,0.6,0.6666666666666666,11,7,4,10,2,2,6,3,3,0
2022-09-25,Niger,Liberia,Friendly,1,DRAW,,,0.0,,,0.0,,,,,,0.0,0.2,4,8,-4,0.2,0.2,4,10,-6,6,2,3,1,2,104,0
2022-09-25,Denmark,France,UEFA Nations League,0,HOME,,1.0,,,2081.0,,27.2,26.7,353000000.0,1290000000.0,0.27364341085271315,0.6,0.6,7,5,2,0.2,0.3333333333333333,5,5,0,10,3,6,1,3,3,0
2022-09-25,Austria,Croatia,UEFA Nations League,0,AWAY,23.0,11.0,-12.0,1827.0,1930.0,-103.0,28.0,28.5,231900000.0,258500000.0,0.8970986460348163,0.2,0.26666666666666666,5,7,-2,0.6,0.6666666666666666,5,5,0,6,1,5,0,3,3,0
2022-09-25,New Zealand,Australia,Friendly,0,AWAY,95.0,26.0,-69.0,1585.0,1783.0,-198.0,27.8,27.5,16430000.0,32850000.0,0.5001522070015221,0.2,0.26666666666666666,5,3,2,0.6,0.6666666666666666,5,3,2,10,2,8,0,3,3,0
2022-09-25,Malaysia,Tajikistan,King's Cup,1,DRAW,,,0.0,,,0.0,,,,,,0.6,0.6666666666666666,11,5,6,0.6,0.6666666666666666,7,2,5,2,1,1,0,3,3,0
2022-09-25,Thailand,Trinidad and Tobago,King's Cup,0,HOME,,,,,,,,24.6,,10100000.0,0.0,0.4,0.4666666666666667,7,5,2,0.6,0.6,9,5,4,2,2,0,0,3,3,0
2022-09-25,Wales,Poland,UEFA Nations League,0,AWAY,,,,,,,26.4,27.0,160150000.0,255600000.0,0.6265649452269171,0.2,0.26666666666666666,6,8,-2,0.2,0.26666666666666666,5,12,-7,9,1,6,2,3,3,0
2022-09-26,Romania,Bosnia and Herzegovina,UEFA Nations League,0,HOME,,52.0,-48.0,,1594.0,-94.0,,26.9,,117800000.0,0.0,0.2,0.26666666666666666,2,7,-5,0.6,0.7333333333333333,7,4,3,5,3,2,0,3,3,0
2022-09-26,North Macedonia,Bulgaria,UEFA Nations League,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,7,6,1,0.2,0.4,9,8,1,8,2,4,2,3,3,0
2022-09-26,San Marino,Estonia,UEFA Nations League,0,AWAY,,,0.0,,,0.0,,,,,,0.0,0.06666666666666667,0,6,-6,0.6,0.6666666666666666,6,7,-1,4,0,3,1,5,3,0
2022-09-26,Gibraltar,Georgia,UEFA Nations League,0,AWAY,,,0.0,,,0.0,,,,,,0.0,0.06666666666666667,2,16,-14,0.8,0.8666666666666667,14,2,12,5,0,5,0,3,3,0
2022-09-26,Montenegro,Finland,UEFA Nations League,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,6,4,2,0.2,0.3333333333333333,6,6,0,1,0,1,0,3,3,0
2022-09-26,Iraq,Syria,Jordan International Tournament,1,HOME,61.0,,39.0,1607.0,,107.0,28.2,,10700000.0,,,0.4,0.6,7,4,3,0.4,0.4666666666666667,5,5,0,10,1,2,7,3,3,0
2022-09-26,England,Germany,UEFA Nations League,0,DRAW,4.0,10.0,6.0,2020.0,1923.0,97.0,26.8,26.6,1300000000.0,828000000.0,1.570048309178744,0.0,0.13333333333333333,1,7,-6,0.2,0.4,8,6,2,10,4,4,2,3,3,0
2022-09-26,Jordan,Oman,Jordan International Tournament,0,HOME,68.0,,32.0,1690.0,,190.0,28.5,,9300000.0,,,0.8,0.8,9,2,7,0.6,0.7333333333333333,6,1,5,10,3,2,5,3,3,0
2022-09-26,Ethiopia,Sudan,Friendly,0,DRAW,,,0.0,,,0.0,,,,,,0.2,0.3333333333333333,6,6,0,0.2,0.3333333333333333,3,6,-3,10,3,4,3,109,110,0
2022-09-26,Hungary,Italy,UEFA Nations League,0,AWAY,,,,,,,,27.9,,323000000.0,0.0,0.6,0.6666666666666666,8,3,5,0.4,0.5333333333333333,6,7,-1,10,2,6,2,3,3,0
2022-09-27,Mexico,Colombia,Friendly,1,AWAY,15.0,13.0,-2.0,1860.0,1975.0,-115.0,25.6,29.3,142100000.0,285100000.0,0.49842160645387584,0.4,0.5333333333333333,5,2,3,0.8,0.8,9,2,7,10,2,6,2,3,3,0
2022-09-27,Nepal,Bangladesh,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.0,0.0,1,17,-16,0.2,0.26666666666666666,3,8,-5,10,3,3,4,105,5,0
2022-09-27,Paraguay,Morocco,Friendly,1,DRAW,64.0,8.0,-56.0,1833.0,1822.0,11.0,28.3,27.4,123950000.0,435550000.0,0.28458271151417747,0.4,0.4666666666666667,5,8,-3,0.8,0.8,10,5,5,0,0,0,0,4,4,0
2022-09-27,Greece,Northern Ireland,UEFA Nations League,0,HOME,,,,,,,28.51,,80000000.0,,,0.8,0.8,7,1,6,0.2,0.3333333333333333,6,7,-1,8,5,3,0,3,3,0
2022-09-27,Peru,El Salvador,Friendly,1,HOME,,,,,,,27.44,,38480000.0,,,0.4,0.4666666666666667,3,2,1,0.2,0.3333333333333333,6,10,-4,5,3,2,0,3,105,0
2022-09-27,Qatar,Chile,Friendly,1,DRAW,35.0,,,1425.0,,,27.8,28.0,18000000.0,139000000.0,0.12949640287769784,0.2,0.3333333333333333,3,5,-2,0.0,0.06666666666666667,0,8,-8,0,0,0,0,4,4,0
2022-09-27,Saudi Arabia,United States,Friendly,1,DRAW,57.0,16.0,-41.0,1568.0,1721.0,-153.0,27.1,26.0,21800000.0,169700000.0,0.12846199175014733,0.2,0.3333333333333333,2,3,-1,0.2,0.26666666666666666,6,7,-1,5,2,2,1,4,4,0
2022-09-27,South Africa,Botswana,Friendly,0,HOME,60.0,,40.0,1524.0,,24.0,26.3,,44450000.0,,,0.6,0.6666666666666666,9,4,5,0.6,0.6666666666666666,6,3,3,10,7,0,3,3,72,0
2022-09-27,United Arab Emirates,Venezuela,Friendly,1,AWAY,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,3,5,-2,0.4,0.4,2,5,-3,1,0,1,0,4,5,0
2022-09-27,Portugal,Spain,UEFA Nations League,0,AWAY,5.0,2.0,-3.0,1984.0,2165.0,-181.0,27.1,27.2,841000000.0,1150000000.0,0.731304347826087,0.6,0.6666666666666666,11,2,9,0.4,0.5333333333333333,7,5,2,10,2,2,6,3,3,0
2022-09-27,Switzerland,Czech Republic,UEFA Nations League,0,HOME,19.0,41.0,22.0,1889.0,1726.0,163.0,27.5,27.1,251000000.0,115900000.0,2.165660051768766,0.4,0.4,4,8,-4,0.2,0.26666666666666666,4,11,-7,5,1,4,0,3,3,0
2022-09-27,Republic of Ireland,Armenia,UEFA Nations League,0,HOME,,,,,,,27.48,,,,,0.2,0.26666666666666666,5,5,0,0.2,0.2,2,14,-12,3,2,1,0,3,3,0
2022-09-27,Ukraine,Scotland,UEFA Nations League,1,DRAW,,47.0,,,1767.0,,26.6,29.1,266700000.0,211450000.0,1.26129108536297,0.6,0.6666666666666666,10,4,6,0.8,0.8,11,5,6,4,2,2,0,3,3,0
2022-09-27,Albania,Iceland,UEFA Nations League,0,DRAW,,,,,,,,28.58,,75380000.0,0.0,0.0,0.2,3,5,-2,0.4,0.6,7,5,2,8,3,4,1,3,5,0
2022-09-27,Norway,Serbia,UEFA Nations League,0,AWAY,44.0,,,1912.0,,,26.0,26.9,502900000.0,294500000.0,1.7076400679117147,0.6,0.6666666666666666,7,5,2,0.6,0.6666666666666666,11,5,6,10,3,5,2,3,3,0
2022-09-27,Sweden,Slovenia,UEFA Nations League,0,DRAW,39.0,,,1719.0,,,27.1,27.7,495980000.0,150600000.0,3.2933598937583,0.2,0.2,6,10,-4,0.2,0.3333333333333333,5,9,-4,3,2,0,1,3,3,0
2022-09-27,Kosovo,Cyprus,UEFA Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4,6,7,-1,0.2,0.3333333333333333,3,7,-4,1,1,0,0,3,3,0
2022-09-27,Mauritania,Congo,Friendly,1,HOME,,,0.0,,,0.0,,,,,,0.8,0.8666666666666667,8,1,7,0.2,0.26666666666666666,6,12,-6,2,1,1,0,3,3,0
2022-09-27,Vietnam,India,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.6,0.6666666666666666,10,3,7,0.6,0.6666666666666666,9,4,5,2,1,1,0,6,3,0
2022-09-27,Malta,Israel,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4,5,5,0,0.4,0.6,10,8,2,8,0,6,2,4,3,0
2022-09-27,Honduras,Guatemala,Friendly,1,HOME,,,,,,,28.59,,21000000.0,,,0.4,0.4,5,8,-3,0.4,0.4666666666666667,6,7,-1,10,5,2,3,4,3,0
2022-09-27,Libya,Tanzania,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,3,5,-2,0.4,0.5333333333333333,6,5,1,4,2,1,1,6,3,0
2022-09-27,Madagascar,Benin,Friendly,1,HOME,,,0.0,,,0.0,,,,,,0.0,0.13333333333333333,5,11,-6,0.2,0.26666666666666666,4,7,-3,6,1,4,1,3,3,0
2022-09-27,Fiji,Papua New Guinea,MSG Prime Minister's Cup,1,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,6,9,-3,0.6,0.6,6,5,1,10,6,1,3,3,3,0
2022-09-27,Algeria,Nigeria,Friendly,0,HOME,36.0,,,1743.0,,,26.4,25.96,229100000.0,134720000.0,1.700564133016627,0.8,0.8,8,3,5,0.4,0.4666666666666667,14,5,9,10,3,6,1,4,106,0
2022-09-27,Argentina,Jamaica,Friendly,1,HOME,3.0,,97.0,2113.0,,613.0,27.9,,575000000.0,,,0.8,0.8666666666666667,15,1,14,0.4,0.5333333333333333,7,8,-1,3,3,0,0,4,105,0
2022-09-27,Bahrain,Panama,Friendly,0,AWAY,,53.0,-47.0,,1737.0,-237.0,,25.4,,5300000.0,0.0,0.8,0.8,8,4,4,0.6,0.6666666666666666,8,5,3,1,1,0,0,4,107,0
2022-09-27,Brazil,Tunisia,Friendly,1,HOME,6.0,40.0,34.0,1984.0,1636.0,348.0,27.8,28.8,932000000.0,68450000.0,13.615777940102264,1.0,1.0,17,1,16,0.8,0.8666666666666667,10,0,10,1,1,0,0,4,5,0
2022-09-27,Brunei,Laos,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.2,4,13,-9,0.4,0.4,6,13,-7,10,0,10,0,6,3,0
2022-09-27,Canada,Uruguay,Friendly,1,AWAY,30.0,17.0,-13.0,1784.0,1892.0,-108.0,24.6,26.6,21880000.0,419200000.0,0.052194656488549616,0.6,0.6,11,3,8,0.6,0.6666666666666666,10,1,9,1,0,1,0,4,4,0
2022-09-27,Congo DR,Sierra Leone,Friendly,1,HOME,51.0,,49.0,1655.0,,155.0,28.1,,134050000.0,,,0.0,0.06666666666666667,3,9,-6,0.4,0.4666666666666667,6,9,-3,2,2,0,0,4,3,0
2022-09-27,Burkina Faso,Comoros,Friendly,1,HOME,,,0.0,,,0.0,,,,,,0.6,0.6,6,9,-3,0.2,0.2,4,8,-4,3,2,0,1,4,5,0
2022-09-27,Ecuador,Japan,Kirin Challenge Cup,1,DRAW,24.0,18.0,-6.0,1933.0,1904.0,29.0,25.2,26.4,349580000.0,223500000.0,1.564116331096197,0.4,0.6,3,1,2,0.6,0.6666666666666666,11,3,8,3,0,2,1,4,4,0
2022-09-27,Egypt,Liberia,Friendly,0,HOME,29.0,,71.0,1689.0,,189.0,28.9,,136200000.0,,,0.4,0.4,5,7,-2,0.0,0.06666666666666667,1,9,-8,6,4,2,0,4,2,0
2022-09-27,Equatorial Guinea,Togo,Friendly,1,DRAW,,,,,,,,25.4,,29750000.0,0.0,0.2,0.3333333333333333,2,7,-5,0.2,0.3333333333333333,7,7,0,3,1,1,1,4,3,0
2022-09-27,Ghana,Nicaragua,Friendly,1,HOME,65.0,,35.0,1503.0,,3.0,25.1,,164900000.0,,,0.2,0.3333333333333333,5,8,-3,0.6,0.6666666666666666,11,5,6,0,0,0,0,4,5,0
2022-09-27,Indonesia,Curaçao,Friendly,0,HOME,,81.0,-19.0,,1436.0,64.0,,,,,,0.6,0.6666666666666666,12,4,8,0.2,0.2,5,11,-6,1,1,0,0,3,3,0
2022-09-27,Iran,Senegal,Friendly,1,DRAW,21.0,14.0,-7.0,1760.0,1878.0,-118.0,29.2,27.4,34250000.0,405900000.0,0.08438038925843803,0.6,0.6,5,4,1,0.4,0.5333333333333333,8,6,2,1,0,0,1,4,3,0
2022-09-27,Côte d'Ivoire,Guinea,Friendly,1,HOME,33.0,,67.0,1676.0,,176.0,26.6,,370800000.0,,,0.4,0.4666666666666667,6,7,-1,0.2,0.26666666666666666,1,3,-2,10,6,1,3,3,4,0
2022-09-27,South Korea,Cameroon,Friendly,0,HOME,25.0,,,1752.0,,,27.5,26.3,118800000.0,155000000.0,0.7664516129032258,0.6,0.6666666666666666,12,6,6,0.4,0.4666666666666667,6,7,-1,4,2,0,2,4,4,0
2022-09-27,Costa Rica,Uzbekistan,Friendly,1,HOME,,62.0,,,1727.0,,27.2,25.6,18750000.0,14850000.0,1.2626262626262625,0.6,0.6666666666666666,7,4,3,1.0,1.0,15,2,13,0,0,0,0,4,4,0
2022-09-30,Fiji,Solomon Islands,MSG Prime Minister's Cup,1,HOME,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,6,6,0,0.6,0.6666666666666666,9,10,-1,10,2,2,6,3,6,0
2022-10-01,St. Vincent and the Grenadines,Grenada,Friendly,0,AWAY,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,6,10,-4,0.0,0.06666666666666667,4,14,-10,10,4,4,2,7,7,0
2022-10-22,Saudi Arabia,North Macedonia,Friendly,1,HOME,57.0,,43.0,1568.0,,68.0,27.1,,21800000.0,,,0.2,0.3333333333333333,1,2,-1,0.4,0.4,6,6,0,1,0,0,1,25,26,0
2022-10-23,Qatar,Guatemala,Friendly,1,HOME,35.0,,65.0,1425.0,,-75.0,27.8,,18000000.0,,,0.2,0.4,4,5,-1,0.4,0.4666666666666667,7,7,0,0,0,0,0,26,26,0
2022-10-26,Saudi Arabia,Albania,Friendly,1,DRAW,57.0,,43.0,1568.0,,68.0,27.1,,21800000.0,,,0.2,0.3333333333333333,1,2,-1,0.0,0.2,4,6,-2,0,0,0,0,4,29,0
2022-10-27,Qatar,Honduras,Friendly,1,HOME,35.0,,,1425.0,,,27.8,28.59,18000000.0,21000000.0,0.8571428571428571,0.4,0.5333333333333333,6,5,1,0.6,0.6,6,7,-1,1,1,0,0,4,30,0
2022-10-30,Saudi Arabia,Honduras,Friendly,1,DRAW,57.0,,,1568.0,,,27.1,28.59,21800000.0,21000000.0,1.0380952380952382,0.2,0.4,2,2,0,0.4,0.4,5,8,-3,0,0,0,0,4,3,0
2022-11-05,Brunei,East Timor,AFF Championship qualification,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4,5,11,-6,0.0,0.0,2,18,-16,8,6,2,0,39,156,0
2022-11-06,Saudi Arabia,Iceland,Friendly,1,HOME,57.0,,,1568.0,,,27.1,28.58,21800000.0,75380000.0,0.2892013796763067,0.2,0.4666666666666667,2,1,1,0.4,0.6,6,4,2,5,2,1,2,7,40,0
2022-11-07,Qatar,Panama,Friendly,1,HOME,35.0,53.0,18.0,1425.0,1737.0,-312.0,27.8,25.4,18000000.0,5300000.0,3.3962264150943398,0.4,0.5333333333333333,5,4,1,0.6,0.6666666666666666,9,5,4,1,0,0,1,11,41,0
2022-11-08,Brunei,East Timor,AFF Championship qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4,9,12,-3,0.0,0.0,4,17,-13,9,7,2,0,3,3,0
2022-11-09,Albania,Qatar,Friendly,1,AWAY,,35.0,-65.0,,1425.0,75.0,,27.8,,18000000.0,0.0,0.0,0.2,4,6,-2,0.6,0.6666666666666666,7,5,2,2,2,0,0,14,2,0
2022-11-09,Cameroon,Jamaica,Friendly,0,DRAW,,,,,,,26.3,,155000000.0,,,0.4,0.4,3,5,-2,0.4,0.5333333333333333,7,7,0,0,0,0,0,43,43,0
2022-11-09,Costa Rica,Nigeria,Friendly,0,HOME,,,,,,,27.2,25.96,18750000.0,134720000.0,0.13917755344418054,0.6,0.6666666666666666,7,5,2,0.4,0.4,14,6,8,0,0,0,0,43,43,0
2022-11-09,Mexico,Iraq,Friendly,1,HOME,15.0,61.0,46.0,1860.0,1607.0,253.0,25.6,28.2,142100000.0,10700000.0,13.280373831775702,0.4,0.4666666666666667,7,5,2,0.6,0.7333333333333333,7,3,4,1,1,0,0,43,44,0
2022-11-10,Iran,Nicaragua,Friendly,0,HOME,21.0,,79.0,1760.0,,260.0,29.2,,34250000.0,,,0.4,0.4666666666666667,5,5,0,0.4,0.4666666666666667,9,5,4,0,0,0,0,44,44,0
2022-11-10,Saudi Arabia,Panama,Friendly,1,DRAW,57.0,53.0,-4.0,1568.0,1737.0,-169.0,27.1,25.4,21800000.0,5300000.0,4.113207547169812,0.4,0.6,3,1,2,0.4,0.4666666666666667,8,7,1,0,0,0,0,4,3,0
2022-11-11,Bahrain,Canada,Friendly,0,DRAW,,30.0,-70.0,,1784.0,-284.0,,24.6,,21880000.0,0.0,0.6,0.6,6,5,1,0.4,0.4,7,5,2,0,0,0,0,45,45,0
